Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),,
54.8095321,-0.000162966,616.4922,12.4752498,0.0110341,90.62814346
54.8205662,-0.000162966,616.4922,16.4529714,0.0336527,29.71529777
54.8542189,1.48E-05,604.569,12.4752498,0.0451246,22.16086126
54.8993435,1.48E-05,612.5178,14.4641106,0.0450329,22.20598718
54.9443764,1.48E-05,616.4922,12.4752498,0.0904009,11.06183677
55.0347773,1.48E-05,606.5562,12.4752498,0.0142997,69.93153685
55.049077,0.000192606,613.5114,12.4752498,0.0022524,443.9708795
55.0513294,-0.000162966,618.4794,12.4752498,0.0313984,31.8487566
55.0827278,1.48E-05,605.5626,14.4641106,0.0416582,24.00487781
55.124386,1.48E-05,611.5242,14.4641106,0.0450958,22.17501407
55.1694818,-0.000340752,619.473,12.4752498,0.0137858,72.53840927
55.1832676,1.48E-05,607.5498,14.4641106,0.0330567,30.25105347
55.2163243,-0.000340752,611.5242,14.4641106,0.0070006,142.8448993
55.2233249,1.48E-05,619.473,14.4641106,0.0381331,26.22393667
55.261458,1.48E-05,609.537,12.4752498,0.0433209,23.08354628
55.3047789,-0.000162966,610.5306,14.4641106,0.0446539,22.39446052
55.3494328,1.48E-05,619.473,16.4529714,0.013844,72.23345853
55.3632768,-0.000162966,610.5306,16.4529714,0.0309461,32.3142496
55.3942229,0.000192606,609.537,16.4529714,0.0476007,21.00809442
55.4418236,-0.000162966,620.4666,16.4529714,0.0581158,17.20702459
55.4999394,1.48E-05,612.5178,12.4752498,0.002501,399.8400624
55.5024404,-0.000162966,609.537,14.4641106,0.0318868,31.36093936
55.5343272,1.48E-05,619.473,16.4529714,0.0406884,24.5770293
55.5750156,-0.000162966,613.5114,16.4529714,0.0042816,233.5575514
55.5792972,0.000370392,607.5498,14.4641106,0.0400823,24.9486681
55.6193795,0.000192606,618.4794,10.486389,0.0449253,22.25917245
55.6643048,-0.000340752,614.505,12.4752498,0.0451902,22.1286916
55.709495,-0.000162966,606.5562,14.4641106,0.0103391,96.72021769
55.7198341,-0.000162966,618.4794,14.4641106,0.034792,28.74223958
55.7546261,-0.000162966,616.4922,14.4641106,0.0448836,22.27985279
55.7995097,1.48E-05,608.5434,12.4752498,0.0451982,22.12477486
55.8447079,-0.000162966,618.4794,16.4529714,0.0449962,22.22409895
55.8897041,0.000192606,619.473,12.4752498,0.0083164,120.2443366
55.8980205,0.000192606,607.5498,14.4641106,0.0364706,27.419346
55.9344911,-0.000340752,617.4858,14.4641106,0.0452042,22.12183822
55.9796953,-0.000162966,618.4794,12.4752498,0.0084707,118.0539978
55.988166,1.48E-05,608.5434,14.4641106,0.0367825,27.18684158
56.0249485,-0.000162966,617.4858,16.4529714,0.0446425,22.4001792
56.069591,0.000192606,620.4666,14.4641106,0.0477851,20.92702537
56.1173761,1.48E-05,608.5434,16.4529714,0.0139292,71.79163192
56.1313053,0.000192606,615.4986,12.4752498,0.0407485,24.54078066
56.1720538,0.000192606,622.4538,12.4752498,0.0330246,30.28045759
56.2050784,1.48E-05,609.537,14.4641106,0.0452258,22.11127276
56.2503042,1.48E-05,614.505,14.4641106,0.0054912,182.1095565
56.2557954,1.48E-05,621.4602,14.4641106,0.0388812,25.71937083
56.2946766,-0.000340752,611.5242,16.4529714,0.0449696,22.2372447
56.3396462,-0.000162966,613.5114,16.4529714,0.047323,21.13137376
56.3869692,0.000192606,622.4538,18.4418322,0.0464712,21.51870405
56.4334404,0.000192606,611.5242,12.4752498,0.0028351,352.7212453
56.4362755,0.000192606,614.505,12.4752498,0.039177,25.52518059
56.4754525,-0.000162966,623.4474,10.486389,0.0451684,22.13937178
56.5206209,0.000192606,614.505,14.4641106,0.0058476,171.0103291
56.5264685,1.48E-05,612.5178,10.486389,0.0379401,26.35733695
56.5644086,1.48E-05,623.4474,14.4641106,0.045036,22.20445864
56.6094446,0.000370392,615.4986,12.4752498,0.0451035,22.17122842
56.6545481,1.48E-05,613.5114,14.4641106,0.0205406,48.68406959
56.6750887,-0.000162966,621.4602,10.486389,0.0251476,39.76522604
56.7002363,1.48E-05,617.4858,16.4529714,0.0440856,22.6831437
56.7443219,-0.000162966,609.537,12.4752498,0.0471507,21.20859287
56.7914726,-0.000162966,623.4474,12.4752498,0.0111561,89.63705983
56.8026287,0.000192606,618.4794,14.4641106,0.0439613,22.74728
56.84659,-0.000340752,611.5242,12.4752498,0.0343875,29.0803344
56.8809775,-0.000162966,623.4474,14.4641106,0.0435862,22.94304161
56.9245637,-0.000162966,618.4794,18.4418322,0.0083954,119.1128473
56.9329591,-0.000162966,609.537,16.4529714,0.0365746,27.34137901
56.9695337,0.000192606,621.4602,14.4641106,0.0450337,22.2055927
57.0145674,0.000192606,620.4666,14.4641106,0.0450794,22.1830814
57.0596468,0.000370392,611.5242,14.4641106,0.0185682,53.85551642
57.078215,1.48E-05,620.4666,12.4752498,0.0267211,37.42360909
57.1049361,-0.000340752,621.4602,14.4641106,0.0445586,22.44235678
57.1494947,1.48E-05,610.5306,12.4752498,0.0460826,21.70016451
57.1955773,0.000370392,619.473,14.4641106,0.0083432,119.8580877
57.2039205,1.48E-05,621.4602,12.4752498,0.0441154,22.66782121
57.2480359,0.000192606,611.5242,10.486389,0.0364924,27.40296611
57.2845283,-0.000162966,618.4794,14.4641106,0.0206958,48.31898255
57.3052241,-0.000162966,624.441,12.4752498,0.0262795,38.05247438
57.3315036,-0.000340752,612.5178,12.4752498,0.0434866,22.99558945
57.3749902,-0.000340752,618.4794,12.4752498,0.0449215,22.26105538
57.4199117,-0.000162966,625.4346,14.4641106,0.0025583,390.8845748
57.42247,0.000192606,612.5178,14.4641106,0.0421096,23.74755401
57.4645796,-0.000340752,616.4922,12.4752498,0.0448425,22.30027317
57.5094221,1.48E-05,624.441,14.4641106,0.0456316,21.91463809
57.5550537,-0.000162966,613.5114,12.4752498,0.0022465,445.136881
57.5573002,1.48E-05,614.505,12.4752498,0.042111,23.74676451
57.5994112,1.48E-05,626.4282,16.4529714,0.0452356,22.10648249
57.6446468,-0.000162966,616.4922,12.4752498,0.0453341,22.0584505
57.6899809,1.48E-05,614.505,14.4641106,0.044553,22.44517765
57.7345339,-0.000162966,625.4346,12.4752498,0.0184402,54.22934671
57.7529741,1.48E-05,617.4858,14.4641106,0.026619,37.56715127
57.7795931,1.48E-05,612.5178,14.4641106,0.0474469,21.07619255
57.82704,-0.000162966,626.4282,14.4641106,0.0141718,70.56266673
57.8412118,-0.000162966,618.4794,12.4752498,0.0398301,25.10664048
57.8810419,-0.000162966,614.505,12.4752498,0.0333017,30.02849702
57.9143436,0.000192606,624.441,12.4752498,0.0481859,20.75295884
57.9625295,1.48E-05,620.4666,12.4752498,0.028029,35.67733422
57.9905585,1.48E-05,612.5178,12.4752498,0.0249509,40.0787146
58.0155094,-0.000162966,623.4474,16.4529714,0.0354794,28.18536953
58.0509888,1.48E-05,622.4538,14.4641106,0.0449294,22.25714122
58.0959182,1.48E-05,613.5114,10.486389,0.0168212,59.44879071
58.1127394,1.48E-05,623.4474,14.4641106,0.0284017,35.20916006
58.1411411,-0.000518538,624.441,12.4752498,0.0433547,23.06554997
58.1844958,-0.000162966,613.5114,14.4641106,0.0460613,21.71019925
58.2305571,-0.000162966,623.4474,16.4529714,0.0057091,175.158957
58.2362662,0.000192606,625.4346,14.4641106,0.0383175,26.097736
58.2745837,1.48E-05,612.5178,14.4641106,0.046974,21.28837229
58.3215577,1.48E-05,621.4602,14.4641106,0.0428406,23.34234347
58.3643983,1.48E-05,627.4218,16.4529714,0.0182937,54.66362735
58.382692,1.48E-05,615.4986,16.4529714,0.026682,37.47844994
58.409374,-0.000162966,621.4602,12.4752498,0.0473055,21.13919099
58.4566795,0.000192606,625.4346,14.4641106,0.0474286,21.08432466
58.5041081,-0.000162966,615.4986,14.4641106,0.0025118,398.1208641
58.5066199,-0.000162966,619.473,12.4752498,0.0385028,25.9721371
58.5451227,1.48E-05,626.4282,14.4641106,0.0449813,22.23146062
58.590104,-0.000162966,616.4922,14.4641106,0.044813,22.31495324
58.634917,-0.000162966,620.4666,16.4529714,0.0026732,374.0834979
58.6375902,-0.000340752,627.4218,14.4641106,0.0418237,23.90988841
58.6794139,-0.000162966,617.4858,14.4641106,0.0452975,22.07627354
58.7247114,0.000192606,619.473,14.4641106,0.0453668,22.04255095
58.7700782,-0.000162966,626.4282,12.4752498,0.002491,401.445204
58.7725692,0.000192606,620.4666,12.4752498,0.0420305,23.7922461
58.8145997,1.48E-05,616.4922,14.4641106,0.0453597,22.04600119
58.8599594,-0.000162966,628.4154,12.4752498,0.0024625,406.0913693
58.8624219,1.48E-05,622.4538,16.4529714,0.0426074,23.47010141
58.9050293,1.48E-05,617.4858,12.4752498,0.0449973,22.22355565
58.9500266,-0.000162966,628.4154,16.4529714,0.0451113,22.16739486
58.9951379,0.000192606,622.4538,12.4752498,0.0023461,426.2392917
58.997484,-0.000162966,616.4922,18.4418322,0.0423335,23.62195425
59.0398175,-0.000162966,628.4154,14.4641106,0.0450099,22.21733441
59.0848274,0.000192606,624.441,12.4752498,0.0462052,21.64258567
59.1310326,0.000370392,616.4922,14.4641106,0.0045935,217.6989227
59.1356261,1.48E-05,628.4154,16.4529714,0.0397987,25.12644888
59.1754248,1.48E-05,626.4282,12.4752498,0.0438559,22.80194911
59.2192807,0.000192606,616.4922,12.4752498,0.0457635,21.8514755
59.2650442,-0.000162966,626.4282,14.4641106,0.0029247,341.9154129
59.2679689,-0.000162966,628.4154,14.4641106,0.0413291,24.19602651
59.309298,0.000192606,614.505,10.486389,0.0450852,22.18022766
59.3543832,1.48E-05,625.4346,12.4752498,0.0450654,22.18997279
59.3994486,0.000192606,628.4154,16.4529714,0.0458954,21.78867599
59.445344,1.48E-05,617.4858,12.4752498,0.002579,387.7471943
59.447923,0.000192606,626.4282,14.4641106,0.0417181,23.97041091
59.4896411,1.48E-05,627.4218,12.4752498,0.0448298,22.30659072
59.5344709,-0.000340752,617.4858,16.4529714,0.0229402,43.59159892
59.5574111,1.48E-05,623.4474,14.4641106,0.0273314,36.58795383
59.5847425,-0.000162966,630.4026,14.4641106,0.0396914,25.19437459
59.6244339,-0.000162966,619.473,12.4752498,0.0450171,22.21378099
59.669451,1.48E-05,621.4602,12.4752498,0.0201116,49.72254819
59.6895626,1.48E-05,631.3962,10.486389,0.0254891,39.23245619
59.7150517,1.48E-05,620.4666,14.4641106,0.0448195,22.311717
59.7598712,-0.000162966,621.4602,12.4752498,0.0450706,22.18741264
59.8049418,0.000192606,629.409,12.4752498,0.0131969,75.7753717
59.8181387,1.48E-05,621.4602,14.4641106,0.0317872,31.45920369
59.8499259,0.000370392,620.4666,14.4641106,0.0443593,22.54318711
59.8942852,-0.000340752,631.3962,10.486389,0.0451337,22.15639311
59.9394189,0.000192606,623.4474,14.4641106,0.0030405,328.8932757
59.9424594,1.48E-05,618.4794,16.4529714,0.0417607,23.94595876
59.9842201,-0.000162966,630.4026,12.4752498,0.0458705,21.8005036
60.0300906,-0.000518538,625.4346,14.4641106,0.044843,22.30002452
60.0749336,-0.000162966,619.473,16.4529714,0.0023027,434.2728077
60.0772363,-0.000340752,631.3962,12.4752498,0.0422846,23.64927182
60.1195209,-0.000162966,625.4346,10.486389,0.0458948,21.78896085
60.1654157,-0.000162966,618.4794,14.4641106,0.0439505,22.75286972
60.2093662,0.000192606,630.4026,14.4641106,0.0085204,117.3653814
60.2178866,0.000370392,626.4282,14.4641106,0.0370184,27.01359326
60.254905,-0.000518538,618.4794,18.4418322,0.0448087,22.31709468
60.2997137,1.48E-05,630.4026,12.4752498,0.0451838,22.13182599
60.3448975,-0.000162966,627.4218,12.4752498,0.0448818,22.28074634
60.3897793,1.48E-05,619.473,14.4641106,0.0175713,56.91098541
60.4073506,-0.000518538,629.409,12.4752498,0.0271676,36.80855137
60.4345182,1.48E-05,630.4026,12.4752498,0.0456097,21.92516067
60.4801279,-0.000162966,620.4666,12.4752498,0.0027844,359.1437993
60.4829123,1.48E-05,627.4218,16.4529714,0.0415367,24.07509505
60.524449,1.48E-05,631.3962,14.4641106,0.0450477,22.19869158
60.5694967,0.000192606,620.4666,16.4529714,0.008412,118.8777941
60.5779087,-0.000518538,627.4218,14.4641106,0.0367591,27.2041481
60.6146678,1.48E-05,633.3834,16.4529714,0.0448887,22.27732146
60.6595565,0.000192606,620.4666,16.4529714,0.0451814,22.13300162
60.7047379,1.48E-05,625.4346,16.4529714,0.0183126,54.60721041
60.7230505,1.48E-05,634.377,12.4752498,0.0278349,35.9261215
60.7508854,1.48E-05,623.4474,12.4752498,0.0441474,22.65139056
60.7950328,0.000192606,627.4218,14.4641106,0.0447749,22.33394155
60.8398077,1.48E-05,634.377,14.4641106,0.0451165,22.16483992
60.8849242,-0.000162966,623.4474,12.4752498,0.0030395,329.0014829
60.8879637,0.000192606,626.4282,14.4641106,0.0418308,23.90583015
60.9297945,1.48E-05,634.377,12.4752498,0.0446935,22.37461824
60.974488,1.48E-05,626.4282,12.4752498,0.0184199,54.28911113
60.9929079,0.000192606,624.441,12.4752498,0.0268149,37.29269922
61.0197228,-0.000340752,634.377,12.4752498,0.0451923,22.12766334
61.0649151,0.000192606,626.4282,12.4752498,0.044607,22.41800613
61.1095221,1.48E-05,624.441,14.4641106,0.0193047,51.80085689
61.1288268,0.000192606,635.3706,12.4752498,0.0261164,38.29011652
61.1549432,0.000192606,629.409,14.4641106,0.0443642,22.54069724
61.1993074,1.48E-05,624.441,16.4529714,0.0456529,21.90441352
61.2449603,0.000192606,633.3834,16.4529714,0.0031309,319.3969751
61.2480912,0.000548178,631.3962,14.4641106,0.0413991,24.15511449
61.2894903,1.48E-05,622.4538,14.4641106,0.0447887,22.32706017
61.334279,-0.000162966,633.3834,16.4529714,0.0451236,22.16135238
61.3794026,-0.000162966,632.3898,12.4752498,0.0453024,22.0738857
61.424705,-0.000340752,621.4602,14.4641106,0.0034178,292.5858734
61.4281228,-0.000340752,632.3898,14.4641106,0.041146,24.30369904
61.4692688,-0.000162966,634.377,18.4418322,0.0457572,21.85448411
61.515026,-0.000162966,623.4474,18.4418322,0.0488111,20.48714329
61.5638371,1.48E-05,632.3898,12.4752498,0.0102053,97.98830019
61.5740424,-0.000162966,634.377,12.4752498,0.0348837,28.66668385
61.6089261,-0.000340752,624.441,14.4641106,0.0403715,24.76994912
61.6492976,-0.000162966,630.4026,14.4641106,0.0093017,107.50723
61.6585993,1.48E-05,634.377,14.4641106,0.0359802,27.79306393
61.6945795,1.48E-05,624.441,14.4641106,0.0447321,22.35531085
61.7393116,0.000192606,630.4026,12.4752498,0.0456481,21.9067168
61.7849597,1.48E-05,635.3706,12.4752498,0.0118518,84.37536939
61.7968115,1.48E-05,626.4282,14.4641106,0.032438,30.82804116
61.8292495,-0.000162966,629.409,16.4529714,0.0451739,22.13667628
61.8744234,0.000192606,637.3578,16.4529714,0.0449764,22.23388264
61.9193998,1.48E-05,625.4346,14.4641106,0.0030038,332.9116456
61.9224036,1.48E-05,628.4154,14.4641106,0.0424658,23.5483613
61.9648694,1.48E-05,636.3642,12.4752498,0.0446693,22.38673987
62.0095387,-0.000162966,628.4154,12.4752498,0.0451131,22.16651041
62.0546518,0.000192606,626.4282,14.4641106,0.0080374,124.4183439
62.0626892,0.000192606,637.3578,12.4752498,0.0366858,27.25850329
62.099375,1.48E-05,628.4154,16.4529714,0.0453782,22.03701336
62.1447532,-0.000162966,624.441,10.486389,0.0446998,22.37146477
62.189453,-0.000162966,635.3706,14.4641106,0.0094926,105.3452158
62.1989456,-0.000162966,632.3898,12.4752498,0.0356701,28.03468455
62.2346157,1.48E-05,627.4218,12.4752498,0.0448592,22.29197131
62.2794749,1.48E-05,637.3578,16.4529714,0.0090232,110.8254275
62.2884981,1.48E-05,633.3834,14.4641106,0.0358826,27.86866058
62.3243807,0.000192606,626.4282,12.4752498,0.0450348,22.20505034
62.3694155,1.48E-05,636.3642,12.4752498,0.0457797,21.84374295
62.4151952,1.48E-05,634.377,10.486389,0.0026877,372.065338
62.4178829,-0.000162966,625.4346,14.4641106,0.0414322,24.13581707
62.4593151,0.000192606,636.3642,16.4529714,0.0503278,19.86973403
62.5096429,1.48E-05,634.377,14.4641106,0.0399506,25.03091317
62.5495935,1.48E-05,625.4346,14.4641106,0.0099868,100.1321742
62.5595803,1.48E-05,634.377,14.4641106,0.0355817,28.10433455
62.595162,-0.000340752,636.3642,12.4752498,0.044306,22.57030651
62.639468,1.48E-05,626.4282,16.4529714,0.0449343,22.2547141
62.6844023,-0.000340752,634.377,14.4641106,0.0086368,115.7836237
62.6930391,0.000370392,638.3514,18.4418322,0.0366361,27.29548175
62.7296752,1.48E-05,628.4154,14.4641106,0.0451006,22.17265403
62.7747758,-0.000162966,634.377,14.4641106,0.0447579,22.34242446
62.8195337,-0.000162966,637.3578,14.4641106,0.0153247,65.25413229
62.8348584,1.48E-05,626.4282,16.4529714,0.0294453,33.96127736
62.8643037,-0.000340752,632.3898,14.4641106,0.0449967,22.22385196
62.9093004,1.48E-05,637.3578,14.4641106,0.0451944,22.12663515
62.9544948,-0.000340752,628.4154,14.4641106,0.0191324,52.26735802
62.9736272,-0.000162966,632.3898,12.4752498,0.0276853,36.12025157
63.0013125,-0.000162966,640.3386,12.4752498,0.0431914,23.15275726
63.0445039,0.000192606,629.409,16.4529714,0.0455441,21.95674083
63.090048,-0.000162966,630.4026,14.4641106,0.0039331,254.252369
63.0939811,0.000192606,639.345,12.4752498,0.0408775,24.4633356
63.1348586,1.48E-05,630.4026,14.4641106,0.0449341,22.25481316
63.1797927,1.48E-05,630.4026,16.4529714,0.0464274,21.53900497
63.2262201,0.000192606,640.3386,16.4529714,0.0077806,128.5247926
63.2340007,-0.000162966,631.3962,16.4529714,0.0359257,27.83522661
63.2699264,1.48E-05,630.4026,12.4752498,0.0446953,22.37371715
63.3146217,-0.000162966,639.345,14.4641106,0.0450885,22.17860429
63.3597102,1.48E-05,632.3898,14.4641106,0.0028329,352.9951669
63.3625431,-0.000340752,629.409,14.4641106,0.0418234,23.91005991
63.4043665,1.48E-05,640.3386,16.4529714,0.0449938,22.22528438
63.4493603,1.48E-05,636.3642,12.4752498,0.0476137,21.00235855
63.496974,1.48E-05,629.409,12.4752498,0.0432003,23.14798742
63.5401743,0.000192606,639.345,12.4752498,0.0218539,45.75842288
63.5620282,-0.000340752,636.3642,16.4529714,0.026918,37.1498626
63.5889462,-0.000162966,628.4154,12.4752498,0.0405912,24.63588167
63.6295374,0.000192606,638.3514,14.4641106,0.0080748,123.8420763
63.6376122,0.000192606,637.3578,10.486389,0.0369758,27.04471573
63.674588,1.48E-05,627.4218,12.4752498,0.0450015,22.22148151
63.7195895,-0.000162966,637.3578,14.4641106,0.0453292,22.06083496
63.7649187,-0.000162966,639.345,14.4641106,0.008703,114.9029067
63.7736217,-0.000162966,629.409,16.4529714,0.0360662,27.72679129
63.8096879,-0.000340752,636.3642,14.4641106,0.0450009,22.22177779
63.8546888,-0.000162966,640.3386,14.4641106,0.0453697,22.04114199
63.9000585,-0.000162966,628.4154,14.4641106,0.0024402,409.8024731
63.9024987,-0.000162966,634.377,14.4641106,0.0421775,23.70932371
63.9446762,-0.000340752,640.3386,14.4641106,0.0453151,22.06769929
63.9899913,-0.000162966,629.409,14.4641106,0.0025896,386.1600268
63.9925809,-0.000340752,635.3706,16.4529714,0.0419401,23.84352921
64.034521,-0.000162966,641.3322,18.4418322,0.0447805,22.3311486
64.0793015,-0.000162966,631.3962,10.486389,0.0456716,21.89544488
64.1249731,-0.000162966,633.3834,14.4641106,0.0022551,443.4393153
64.1272282,1.48E-05,641.3322,14.4641106,0.0427309,23.40226862
64.1699591,0.000192606,631.3962,12.4752498,0.0443894,22.52790078
64.2143485,0.000192606,633.3834,12.4752498,0.0455119,21.97227539
64.2598604,0.000192606,641.3322,16.4529714,0.0080411,124.361095
64.2679015,0.000192606,634.377,14.4641106,0.0373442,26.77791999
64.3052457,-0.000162966,630.4026,14.4641106,0.0443543,22.54572837
64.3496,-0.000162966,642.3258,14.4641106,0.0453156,22.0674558
64.3949156,-0.000340752,635.3706,12.4752498,0.0027096,369.0581679
64.3976252,-0.000162966,629.409,14.4641106,0.0417798,23.93501164
64.439405,-0.000696324,641.3322,10.486389,0.0451918,22.12790817
64.4845968,1.48E-05,637.3578,12.4752498,0.0454668,21.9940704
64.5300636,-0.000162966,629.409,16.4529714,0.0023062,433.6137403
64.5323698,-0.000340752,642.3258,14.4641106,0.0420636,23.77352388
64.5744334,1.48E-05,638.3514,12.4752498,0.0455587,21.94970445
64.6199921,1.48E-05,630.4026,14.4641106,0.0447707,22.33603675
64.6647628,-0.000162966,640.3386,16.4529714,0.0201296,49.67808596
64.6848924,-0.000162966,639.345,14.4641106,0.0258466,38.68980832
64.710739,-0.000162966,630.4026,14.4641106,0.0444441,22.50017438
64.7551831,-0.000340752,639.345,12.4752498,0.044439,22.50275661
64.7996221,-0.000162966,640.3386,10.486389,0.0140479,71.18501677
64.81367,-0.000162966,631.3962,16.4529714,0.0307872,32.48103111
64.8444572,-0.000162966,639.345,14.4641106,0.0455403,21.95857295
64.8899975,-0.000162966,641.3322,10.486389,0.0444536,22.49536595
64.9344511,-0.000162966,630.4026,18.4418322,0.0181597,55.06698907
64.9526108,-0.000162966,639.345,14.4641106,0.0273798,36.52327631
64.9799906,-0.000162966,641.3322,14.4641106,0.0447035,22.36961312
65.0246941,-0.000162966,631.3962,12.4752498,0.0454213,22.01610255
65.0701154,1.48E-05,636.3642,14.4641106,0.044622,22.41047019
65.1147374,-0.000162966,641.3322,12.4752498,0.0082986,120.5022529
65.123036,1.48E-05,634.377,14.4641106,0.0367431,27.21599431
65.1597791,-0.000162966,636.3642,14.4641106,0.0451756,22.13584325
65.2049547,-0.000340752,642.3258,14.4641106,0.0027346,365.6841895
65.2076893,-0.000162966,632.3898,14.4641106,0.0417287,23.96432192
65.249418,-0.000162966,634.377,14.4641106,0.0448515,22.29579835
65.2942695,1.48E-05,645.3066,14.4641106,0.0451169,22.1646434
65.3393864,-0.000518538,636.3642,14.4641106,0.0091027,109.857515
65.3484891,0.000370392,634.377,16.4529714,0.0360136,27.76728791
65.3845027,0.000192606,645.3066,18.4418322,0.0449436,22.25010904
65.4294463,1.48E-05,635.3706,16.4529714,0.0451793,22.1340304
65.4746256,1.48E-05,633.3834,12.4752498,0.0028438,351.6421688
65.4774694,-0.000162966,644.313,14.4641106,0.0421339,23.73385802
65.5196033,-0.000162966,638.3514,14.4641106,0.0446967,22.37301635
65.5643,1.48E-05,631.3962,16.4529714,0.0473078,21.13816325
65.6116078,-0.000162966,643.3194,12.4752498,0.0076117,131.3766967
65.6192195,1.48E-05,639.345,14.4641106,0.0367261,27.22859218
65.6559456,1.48E-05,631.3962,14.4641106,0.0441053,22.6730121
65.7000509,-0.000162966,642.3258,12.4752498,0.0024501,408.146611
65.702501,0.000192606,640.3386,10.486389,0.0425167,23.52016969
65.7450177,1.48E-05,631.3962,12.4752498,0.045216,22.11606511
65.7902337,1.48E-05,640.3386,14.4641106,0.0443232,22.56154793
65.8345569,-0.000518538,642.3258,16.4529714,0.0040079,249.5072222
65.8385648,1.48E-05,632.3898,12.4752498,0.0408059,24.50626012
65.8793707,0.000192606,641.3322,14.4641106,0.0454702,21.9924258
65.9248409,-0.000162966,644.313,12.4752498,0.0449569,22.24352658
65.9697978,-0.000162966,631.3962,16.4529714,0.0446282,22.40735678
66.014426,0.000192606,640.3386,16.4529714,0.0087416,114.3955343
66.0231676,1.48E-05,644.313,14.4641106,0.0361595,27.65524965
66.0593271,1.48E-05,632.3898,16.4529714,0.0454185,22.01745986
66.1047456,-0.000162966,639.345,12.4752498,0.0204706,48.85054652
66.1252162,-0.000340752,644.313,14.4641106,0.0278703,35.88048928
66.1530865,1.48E-05,633.3834,14.4641106,0.0421018,23.75195361
66.1951883,1.48E-05,639.345,12.4752498,0.0446682,22.38729117
66.2398565,-0.000162966,645.3066,12.4752498,0.044804,22.31943576
66.2846605,-0.000162966,635.3706,14.4641106,0.0144733,69.09274337
66.2991338,1.48E-05,636.3642,14.4641106,0.0318172,31.42954124
66.330951,1.48E-05,647.2938,14.4641106,0.0434178,23.03202835
66.3743688,-0.000340752,635.3706,14.4641106,0.0158262,63.18636178
66.390195,-0.000162966,635.3706,16.4529714,0.0302949,33.00885627
66.4204899,-0.000162966,646.3002,12.4752498,0.0439105,22.77359629
66.4644004,0.000370392,639.345,12.4752498,0.0455079,21.97420667
66.5099083,1.48E-05,634.377,10.486389,0.002738,365.2301014
66.5126463,1.48E-05,645.3066,14.4641106,0.0424856,23.53738676
66.5551319,-0.000162966,638.3514,12.4752498,0.0465514,21.48163107
66.6016833,-0.000162966,635.3706,14.4641106,0.0434629,23.00812878
66.6451462,1.48E-05,645.3066,12.4752498,0.0027768,360.1267627
66.647923,-0.000162966,639.345,14.4641106,0.0414947,24.0994633
66.6894177,-0.000162966,633.3834,14.4641106,0.0452708,22.08929376
66.7346885,-0.000340752,645.3066,16.4529714,0.0455315,21.96281694
66.78022,-0.000518538,641.3322,14.4641106,0.0025818,387.3266736
66.7828018,1.48E-05,634.377,14.4641106,0.0434496,23.0151716
66.8262514,1.48E-05,644.313,16.4529714,0.0431177,23.1923317
66.8693691,1.48E-05,642.3258,12.4752498,0.0493998,20.24299693
66.9187689,1.48E-05,633.3834,16.4529714,0.0314733,31.7729631
66.9502422,0.000192606,644.313,14.4641106,0.0271169,36.87737165
66.9773591,-0.000162966,644.313,12.4752498,0.0307707,32.49844824
67.0081298,-0.000340752,635.3706,12.4752498,0.0415978,24.03973285
67.0497276,1.48E-05,644.313,14.4641106,0.0035551,281.2860395
67.0532827,1.48E-05,645.3066,14.4641106,0.0411447,24.30446694
67.0944274,1.48E-05,634.377,10.486389,0.044843,22.30002452
67.1392704,1.48E-05,642.3258,14.4641106,0.0452274,22.11049053
67.1844978,-0.000340752,646.3002,16.4529714,0.0030282,330.2291845
67.187526,-0.000340752,634.377,14.4641106,0.0418303,23.9061159
67.2293563,-0.000162966,640.3386,12.4752498,0.0454059,22.0235696
67.2747622,1.48E-05,647.2938,16.4529714,0.0449884,22.22795212
67.3197506,-0.000162966,636.3642,12.4752498,0.010071,99.2950052
67.3298216,0.000192606,640.3386,12.4752498,0.0344271,29.0468846
67.3642487,-0.000162966,646.3002,12.4752498,0.0452261,22.11112609
67.4094748,-0.000340752,638.3514,16.4529714,0.0097293,102.7823175
67.4192041,0.000192606,639.345,14.4641106,0.0352155,28.39658674
67.4544196,1.48E-05,647.2938,12.4752498,0.0452473,22.10076623
67.4996669,-0.000340752,638.3514,14.4641106,0.0454677,21.99363504
67.5451346,1.48E-05,638.3514,12.4752498,0.0026953,371.0162087
67.5478299,0.000192606,648.2874,14.4641106,0.0416354,24.01802314
67.5894653,0.000192606,639.345,14.4641106,0.0450329,22.20598718
67.6344982,-0.000162966,636.3642,14.4641106,0.0449819,22.23116408
67.6794801,-0.000340752,647.2938,14.4641106,0.0033869,295.2552478
67.682867,0.000192606,642.3258,10.486389,0.0419649,23.82943842
67.7248319,-0.000340752,635.3706,16.4529714,0.0445155,22.46408553
67.7693474,0.000192606,646.3002,14.4641106,0.0449868,22.22874265
67.8143342,1.48E-05,643.3194,16.4529714,0.0116829,85.59518599
67.8260171,1.48E-05,637.3578,10.486389,0.0472794,21.15086063
67.8732965,1.48E-05,646.3002,16.4529714,0.0542328,18.43902584
67.9275293,-0.000162966,644.313,10.486389,0.038048,26.2825904
67.9655773,1.48E-05,635.3706,16.4529714,0.0043105,231.9916487
67.9698878,1.48E-05,646.3002,14.4641106,0.0485149,20.6122243
68.0184027,1.48E-05,645.3066,14.4641106,0.0401948,24.87884004
