Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),
56972000,1.48E-05,511.1706,-132.7115886,34000
57006000,-0.000162966,507.1962,-132.7115886,33000
57039000,0.000370392,509.1834,-134.7004494,34000
57073000,-0.000162966,511.1706,-132.7115886,34000
57107000,-0.000162966,508.1898,-136.6893102,34000
57141000,1.48E-05,509.1834,-132.7115886,34000
57175000,1.48E-05,512.1642,-132.7115886,34000
57209000,1.48E-05,509.1834,-132.7115886,34000
57243000,1.48E-05,508.1898,-134.7004494,34000
57277000,0.000192606,512.1642,-134.7004494,34000
57311000,0.000192606,510.177,-130.7227278,34000
57345000,0.000192606,509.1834,-136.6893102,34000
57379000,1.48E-05,511.1706,-134.7004494,34000
57413000,1.48E-05,511.1706,-136.6893102,34000
57447000,1.48E-05,509.1834,-132.7115886,34000
57481000,0.000192606,511.1706,-130.7227278,33000
57514000,1.48E-05,512.1642,-130.7227278,34000
57548000,-0.000162966,510.177,-132.7115886,34000
57582000,1.48E-05,509.1834,-134.7004494,34000
57616000,1.48E-05,512.1642,-136.6893102,34000
57650000,0.000192606,509.1834,-132.7115886,34000
57684000,1.48E-05,509.1834,-132.7115886,34000
57718000,1.48E-05,509.1834,-132.7115886,34000
57752000,1.48E-05,511.1706,-134.7004494,34000
57786000,-0.000162966,508.1898,-132.7115886,34000
57820000,-0.000162966,509.1834,-134.7004494,34000
57854000,-0.000162966,512.1642,-136.6893102,34000
57888000,0.000192606,508.1898,-132.7115886,34000
57922000,1.48E-05,509.1834,-134.7004494,34000
57956000,1.48E-05,512.1642,-134.7004494,33000
57989000,-0.000162966,510.177,-132.7115886,34000
58023000,1.48E-05,508.1898,-132.7115886,34000
58057000,1.48E-05,512.1642,-136.6893102,34000
58091000,-0.000162966,510.177,-136.6893102,34000
58125000,1.48E-05,509.1834,-134.7004494,34000
58159000,-0.000162966,511.1706,-132.7115886,34000
58193000,1.48E-05,511.1706,-130.7227278,34000
58227000,0.000192606,510.177,-132.7115886,34000
58261000,-0.000162966,509.1834,-134.7004494,34000
58295000,1.48E-05,511.1706,-132.7115886,34000
58329000,0.000192606,511.1706,-134.7004494,34000
58363000,1.48E-05,508.1898,-134.7004494,34000
58397000,-0.000162966,511.1706,-134.7004494,34000
58431000,0.000192606,511.1706,-134.7004494,34000
58465000,1.48E-05,509.1834,-134.7004494,33000
58498000,1.48E-05,511.1706,-134.7004494,34000
58532000,1.48E-05,511.1706,-132.7115886,34000
58566000,1.48E-05,508.1898,-130.7227278,34000
58600000,0.000370392,510.177,-130.7227278,34000
58634000,-0.000162966,511.1706,-134.7004494,34000
58668000,-0.000162966,510.177,-132.7115886,34000
58702000,-0.000162966,509.1834,-132.7115886,34000
58736000,0.000370392,511.1706,-132.7115886,34000
58770000,0.000192606,511.1706,-132.7115886,34000
58804000,0.000192606,508.1898,-134.7004494,34000
58838000,0.000192606,512.1642,-130.7227278,34000
58872000,-0.000340752,511.1706,-132.7115886,34000
58906000,0.000192606,509.1834,-130.7227278,33000
58939000,0.000192606,510.177,-134.7004494,34000
58973000,1.48E-05,510.177,-134.7004494,34000
59007000,-0.000162966,509.1834,-134.7004494,34000
59041000,-0.000162966,509.1834,-134.7004494,34000
59075000,0.000192606,510.177,-132.7115886,34000
59109000,1.48E-05,509.1834,-132.7115886,34000
59143000,1.48E-05,508.1898,-134.7004494,34000
59177000,1.48E-05,510.177,-132.7115886,34000
59211000,1.48E-05,512.1642,-134.7004494,34000
59245000,-0.000162966,507.1962,-134.7004494,34000
59279000,-0.000162966,510.177,-134.7004494,34000
59313000,1.48E-05,510.177,-130.7227278,34000
59347000,0.000192606,510.177,-132.7115886,33000
59380000,1.48E-05,509.1834,-130.7227278,34000
59414000,-0.000162966,512.1642,-130.7227278,34000
59448000,0.000192606,511.1706,-134.7004494,34000
59482000,0.000192606,508.1898,-132.7115886,34000
59516000,-0.000162966,511.1706,-132.7115886,34000
59550000,-0.000162966,512.1642,-130.7227278,34000
59584000,-0.000162966,509.1834,-128.733867,34000
59618000,1.48E-05,510.177,-132.7115886,34000
59652000,0.000192606,512.1642,-132.7115886,34000
59686000,-0.000162966,508.1898,-132.7115886,34000
59720000,0.000192606,509.1834,-134.7004494,34000
59754000,-0.000162966,511.1706,-134.7004494,34000
59788000,-0.000162966,509.1834,-132.7115886,33000
59821000,1.48E-05,509.1834,-132.7115886,34000
59855000,-0.000340752,511.1706,-134.7004494,34000
59889000,0.000192606,511.1706,-130.7227278,34000
59923000,1.48E-05,509.1834,-134.7004494,34000
59957000,1.48E-05,512.1642,-132.7115886,34000
59991000,-0.000162966,511.1706,-130.7227278,34000
60025000,1.48E-05,508.1898,-134.7004494,34000
60059000,-0.000162966,508.1898,-134.7004494,34000
60093000,1.48E-05,511.1706,-132.7115886,34000
60127000,-0.000340752,509.1834,-134.7004494,34000
60161000,-0.000162966,509.1834,-132.7115886,34000
60195000,-0.000162966,511.1706,-132.7115886,33000
60228000,0.000192606,510.177,-132.7115886,34000
60262000,1.48E-05,507.1962,-134.7004494,34000
60296000,0.000192606,511.1706,-134.7004494,34000
60330000,1.48E-05,509.1834,-136.6893102,34000
60364000,1.48E-05,509.1834,-132.7115886,34000
60398000,0.000192606,510.177,-132.7115886,34000
60432000,0.000370392,513.1578,-130.7227278,34000
60466000,1.48E-05,508.1898,-134.7004494,34000
60500000,-0.000162966,508.1898,-134.7004494,34000
60534000,1.48E-05,511.1706,-134.7004494,34000
60568000,1.48E-05,509.1834,-132.7115886,34000
60602000,0.000192606,509.1834,-132.7115886,34000
60636000,-0.000340752,512.1642,-132.7115886,34000
60670000,0.000192606,511.1706,-132.7115886,33000
60703000,-0.000162966,509.1834,-134.7004494,34000
60737000,0.000192606,510.177,-134.7004494,34000
60771000,-0.000162966,511.1706,-134.7004494,34000
60805000,-0.000162966,509.1834,-136.6893102,34000
60839000,1.48E-05,508.1898,-134.7004494,34000
60873000,1.48E-05,511.1706,-134.7004494,34000
60907000,0.000370392,510.177,-134.7004494,34000
60941000,-0.000162966,509.1834,-130.7227278,34000
60975000,-0.000340752,510.177,-134.7004494,34000
61009000,0.000192606,510.177,-132.7115886,34000
61043000,-0.000340752,509.1834,-132.7115886,34000
61077000,1.48E-05,510.177,-134.7004494,37000
61114000,-0.000162966,511.1706,-132.7115886,37000
61151000,0.000192606,512.1642,-132.7115886,34000
61185000,1.48E-05,511.1706,-134.7004494,37000
61222000,-0.000162966,510.177,-57.1348782,38000
61260000,0.000370392,510.177,-59.123739,37000
61297000,-0.000340752,510.177,14.4641106,37000
61334000,0.000192606,511.1706,18.4418322,34000
61368000,1.48E-05,513.1578,14.4641106,37000
61405000,-0.000340752,513.1578,88.0519602,38000
61443000,0.000192606,511.1706,90.040821,37000
61480000,1.48E-05,510.177,163.6286706,38000
61518000,-0.000162966,511.1706,167.6063922,37000
61555000,1.48E-05,510.177,237.2165202,37000
61592000,-0.000162966,513.1578,237.2165202,34000
61626000,0.000370392,514.1514,239.205381,37000
61663000,-0.000162966,512.1642,310.8043698,38000
61701000,0.000192606,509.1834,316.7709522,37000
61738000,0.000192606,510.177,312.7932306,37000
61775000,0.000192606,512.1642,312.7932306,34000
61809000,-0.000340752,515.145,312.7932306,37000
61846000,1.48E-05,514.1514,239.205381,38000
61884000,-0.000340752,510.177,237.2165202,37000
61921000,0.000192606,511.1706,163.6286706,37000
61958000,1.48E-05,513.1578,165.6175314,34000
61992000,1.48E-05,512.1642,163.6286706,37000
62029000,-0.000162966,513.1578,92.0296818,38000
62067000,1.48E-05,512.1642,92.0296818,37000
62104000,0.000192606,513.1578,16.4529714,38000
62142000,-0.000162966,509.1834,16.4529714,33000
62175000,-0.000162966,511.1706,16.4529714,37000
62212000,-0.000162966,513.1578,-59.123739,38000
62250000,-0.000518538,513.1578,-59.123739,37000
62287000,1.48E-05,512.1642,-130.7227278,38000
62325000,1.48E-05,512.1642,-134.7004494,33000
62358000,-0.000162966,511.1706,-134.7004494,34000
62392000,1.48E-05,513.1578,-134.7004494,34000
62426000,1.48E-05,511.1706,-134.7004494,34000
62460000,0.000192606,509.1834,-134.7004494,34000
62494000,-0.000162966,513.1578,-134.7004494,34000
62528000,1.48E-05,513.1578,-132.7115886,34000
62562000,-0.000518538,510.177,-132.7115886,34000
62596000,1.48E-05,510.177,-136.6893102,34000
62630000,-0.000162966,510.177,-134.7004494,34000
62664000,-0.000162966,509.1834,-134.7004494,34000
62698000,-0.000162966,511.1706,-132.7115886,34000
62732000,-0.000162966,511.1706,-132.7115886,34000
62766000,0.000192606,510.177,-136.6893102,33000
62799000,1.48E-05,509.1834,-136.6893102,34000
62833000,-0.000162966,511.1706,-136.6893102,34000
62867000,0.000192606,511.1706,-132.7115886,34000
62901000,1.48E-05,510.177,-136.6893102,34000
62935000,0.000192606,511.1706,-136.6893102,34000
62969000,0.000370392,512.1642,-134.7004494,34000
63003000,0.000192606,509.1834,-132.7115886,34000
63037000,0.000192606,511.1706,-134.7004494,34000
63071000,0.000192606,513.1578,-136.6893102,34000
63105000,1.48E-05,509.1834,-132.7115886,34000
63139000,-0.000162966,510.177,-132.7115886,34000
63173000,0.000192606,513.1578,-130.7227278,34000
63207000,0.000192606,510.177,-134.7004494,34000
63241000,0.000192606,510.177,-134.7004494,34000
63275000,-0.000162966,512.1642,-134.7004494,34000
63309000,1.48E-05,511.1706,-132.7115886,33000
63342000,0.000192606,509.1834,-132.7115886,34000
63376000,-0.000340752,510.177,-132.7115886,34000
63410000,0.000370392,512.1642,-130.7227278,34000
63444000,0.000192606,510.177,-132.7115886,34000
63478000,0.000192606,510.177,-134.7004494,34000
63512000,1.48E-05,512.1642,-134.7004494,34000
63546000,1.48E-05,511.1706,-132.7115886,34000
63580000,1.48E-05,509.1834,-134.7004494,34000
63614000,-0.000162966,512.1642,-134.7004494,34000
63648000,-0.000340752,512.1642,-132.7115886,34000
63682000,1.48E-05,509.1834,-132.7115886,34000
63716000,1.48E-05,510.177,-136.6893102,34000
63750000,-0.000162966,511.1706,-130.7227278,33000
63783000,-0.000162966,509.1834,-136.6893102,34000
63817000,0.000370392,509.1834,-132.7115886,34000
63851000,0.000370392,511.1706,-134.7004494,34000
63885000,-0.000162966,510.177,-134.7004494,34000
63919000,-0.000162966,509.1834,-132.7115886,34000
63953000,1.48E-05,512.1642,-132.7115886,34000
63987000,1.48E-05,511.1706,-134.7004494,34000
64021000,-0.000162966,509.1834,-132.7115886,34000
64055000,0.000192606,511.1706,-132.7115886,34000
64089000,-0.000162966,511.1706,-134.7004494,34000
64123000,0.000192606,508.1898,-130.7227278,34000
64157000,0.000370392,511.1706,-136.6893102,34000
64191000,-0.000162966,513.1578,-134.7004494,34000
64225000,0.000192606,510.177,-132.7115886,34000
64259000,-0.000162966,509.1834,-134.7004494,33000
64292000,1.48E-05,512.1642,-132.7115886,34000
64326000,-0.000340752,512.1642,-136.6893102,34000
64360000,-0.000162966,510.177,-134.7004494,34000
64394000,1.48E-05,510.177,-132.7115886,34000
64428000,-0.000162966,511.1706,-134.7004494,34000
64462000,0.000370392,510.177,-134.7004494,34000
64496000,0.000192606,512.1642,-134.7004494,34000
64530000,-0.000162966,511.1706,-134.7004494,34000
64564000,-0.000340752,509.1834,-134.7004494,34000
64598000,1.48E-05,509.1834,-136.6893102,34000
64632000,1.48E-05,513.1578,-132.7115886,34000
64666000,-0.000340752,509.1834,-134.7004494,33000
64699000,-0.000696324,511.1706,-134.7004494,34000
64733000,-0.000162966,510.177,-134.7004494,34000
64767000,1.48E-05,511.1706,-134.7004494,34000
64801000,1.48E-05,509.1834,-134.7004494,34000
64835000,1.48E-05,510.177,-132.7115886,34000
64869000,1.48E-05,512.1642,-132.7115886,34000
64903000,0.000370392,510.177,-132.7115886,34000
64937000,1.48E-05,509.1834,-134.7004494,34000
64971000,-0.000162966,512.1642,-134.7004494,34000
65005000,-0.000162966,509.1834,-134.7004494,34000
65039000,-0.000162966,510.177,-130.7227278,34000
65073000,0.000192606,512.1642,-132.7115886,34000
65107000,1.48E-05,511.1706,-132.7115886,34000
65141000,0.000192606,508.1898,-132.7115886,34000
65175000,1.48E-05,510.177,-134.7004494,34000
65209000,-0.000162966,512.1642,-132.7115886,33000
65242000,1.48E-05,509.1834,-132.7115886,34000
65276000,1.48E-05,511.1706,-132.7115886,34000
65310000,1.48E-05,512.1642,-136.6893102,34000
65344000,0.000192606,509.1834,-130.7227278,34000
65378000,-0.000162966,509.1834,-136.6893102,34000
65412000,0.000192606,513.1578,-136.6893102,34000
65446000,1.48E-05,512.1642,-136.6893102,34000
65480000,1.48E-05,508.1898,-132.7115886,34000
65514000,-0.000162966,511.1706,-134.7004494,34000
65548000,1.48E-05,513.1578,-132.7115886,34000
65582000,1.48E-05,510.177,-132.7115886,34000
65616000,1.48E-05,511.1706,-132.7115886,34000
65650000,1.48E-05,511.1706,-132.7115886,33000
65683000,1.48E-05,511.1706,-134.7004494,34000
65717000,0.000370392,510.177,-130.7227278,34000
65751000,1.48E-05,512.1642,-134.7004494,34000
65785000,1.48E-05,510.177,-134.7004494,34000
65819000,-0.000162966,508.1898,-132.7115886,34000
65853000,0.000192606,512.1642,-134.7004494,34000
65887000,1.48E-05,510.177,-130.7227278,34000
65921000,1.48E-05,509.1834,-134.7004494,34000
65955000,1.48E-05,511.1706,-130.7227278,34000
65989000,-0.000162966,512.1642,-132.7115886,34000
66023000,1.48E-05,508.1898,-130.7227278,34000
66057000,0.000192606,508.1898,-130.7227278,34000
66091000,-0.000162966,513.1578,-134.7004494,34000
66125000,1.48E-05,511.1706,-134.7004494,34000
66159000,-0.000340752,510.177,-132.7115886,33000
66192000,0.000192606,511.1706,-136.6893102,34000
66226000,1.48E-05,512.1642,-136.6893102,34000
66260000,0.000192606,509.1834,-136.6893102,34000
66294000,-0.000162966,512.1642,-132.7115886,34000
66328000,1.48E-05,511.1706,-134.7004494,34000
66362000,-0.000162966,510.177,-136.6893102,34000
66396000,1.48E-05,510.177,-134.7004494,34000
66430000,-0.000162966,510.177,-130.7227278,34000
66464000,1.48E-05,511.1706,-132.7115886,34000
66498000,1.48E-05,509.1834,-132.7115886,34000
66532000,-0.000162966,511.1706,-134.7004494,34000
66566000,1.48E-05,511.1706,-132.7115886,34000
66600000,1.48E-05,510.177,-132.7115886,33000
66633000,-0.000162966,512.1642,-132.7115886,34000
66667000,1.48E-05,512.1642,-134.7004494,34000
66701000,1.48E-05,509.1834,-132.7115886,34000
66735000,1.48E-05,511.1706,-132.7115886,34000
66769000,0.000192606,513.1578,-136.6893102,34000
66803000,0.000192606,510.177,-136.6893102,34000
66837000,-0.000518538,509.1834,-134.7004494,34000
66871000,1.48E-05,511.1706,-132.7115886,34000
66905000,1.48E-05,510.177,-134.7004494,34000
66939000,1.48E-05,509.1834,-132.7115886,34000
66973000,1.48E-05,512.1642,-130.7227278,34000
67007000,1.48E-05,510.177,-134.7004494,34000
67041000,0.000370392,510.177,-134.7004494,34000
67075000,-0.000162966,510.177,-134.7004494,34000
67109000,-0.000162966,512.1642,-134.7004494,33000
67142000,0.000192606,509.1834,-134.7004494,34000
67176000,0.000192606,510.177,-132.7115886,34000
67210000,-0.000162966,512.1642,-132.7115886,34000
67244000,1.48E-05,510.177,-134.7004494,34000
67278000,0.000192606,509.1834,-130.7227278,34000
67312000,0.000192606,511.1706,-134.7004494,34000
67346000,0.000192606,511.1706,-132.7115886,34000
67380000,0.000192606,509.1834,-132.7115886,34000
67414000,1.48E-05,510.177,-132.7115886,34000
67448000,1.48E-05,511.1706,-134.7004494,34000
67482000,-0.000340752,510.177,-132.7115886,34000
67516000,1.48E-05,511.1706,-130.7227278,34000
67550000,0.000192606,512.1642,-130.7227278,34000
67584000,-0.000340752,511.1706,-134.7004494,33000
67617000,1.48E-05,510.177,-134.7004494,34000
67651000,-0.000162966,511.1706,-134.7004494,34000
67685000,0.000192606,511.1706,-134.7004494,34000
67719000,-0.000162966,509.1834,-132.7115886,34000
67753000,1.48E-05,512.1642,-136.6893102,34000
67787000,-0.000340752,512.1642,-134.7004494,34000
67821000,1.48E-05,509.1834,-134.7004494,34000
67855000,0.000192606,510.177,-132.7115886,34000
67889000,1.48E-05,511.1706,-134.7004494,34000
67923000,1.48E-05,510.177,-134.7004494,34000
67957000,1.48E-05,510.177,-132.7115886,34000
67991000,0.000192606,511.1706,-134.7004494,34000
68025000,-0.000340752,510.177,-132.7115886,34000
68059000,0.000192606,510.177,-134.7004494,33000
68092000,-0.000162966,510.177,-132.7115886,34000
68126000,0.000192606,512.1642,-132.7115886,34000
68160000,0.000192606,509.1834,-132.7115886,34000
68194000,1.48E-05,512.1642,-134.7004494,34000
68228000,0.000192606,512.1642,-130.7227278,34000
68262000,-0.000162966,512.1642,-134.7004494,34000
68296000,0.000192606,511.1706,-134.7004494,34000
68330000,1.48E-05,511.1706,-136.6893102,34000
68364000,-0.000162966,510.177,-134.7004494,34000
68398000,1.48E-05,508.1898,-134.7004494,34000
68432000,-0.000340752,511.1706,-134.7004494,34000
68466000,1.48E-05,514.1514,-134.7004494,34000
68500000,1.48E-05,509.1834,-132.7115886,34000
68534000,-0.000162966,511.1706,-132.7115886,33000
68567000,-0.000162966,511.1706,-132.7115886,34000
68601000,1.48E-05,509.1834,-134.7004494,34000
68635000,-0.000162966,509.1834,-130.7227278,34000
68669000,-0.000162966,513.1578,-134.7004494,34000
68703000,1.48E-05,510.177,-132.7115886,34000
68737000,0.000370392,509.1834,-132.7115886,34000
68771000,-0.000162966,511.1706,-132.7115886,34000
68805000,-0.000340752,512.1642,-134.7004494,34000
68839000,0.000192606,510.177,-134.7004494,34000
68873000,-0.000162966,511.1706,-134.7004494,34000
68907000,-0.000162966,511.1706,-130.7227278,34000
68941000,0.000192606,509.1834,-134.7004494,34000
68975000,-0.000162966,510.177,-132.7115886,33000
69008000,0.000192606,511.1706,-134.7004494,34000
69042000,0.000370392,510.177,-134.7004494,34000
69076000,1.48E-05,510.177,-134.7004494,34000
69110000,-0.000162966,512.1642,-132.7115886,34000
69144000,1.48E-05,511.1706,-136.6893102,34000
69178000,-0.000162966,510.177,-130.7227278,34000
69212000,-0.000340752,511.1706,-132.7115886,34000
69246000,1.48E-05,511.1706,-134.7004494,34000
69280000,1.48E-05,508.1898,-130.7227278,34000
69314000,-0.000518538,510.177,-134.7004494,34000
69348000,-0.000162966,512.1642,-130.7227278,34000
69382000,0.000192606,510.177,-132.7115886,34000
69416000,-0.000162966,511.1706,-134.7004494,33000
69449000,1.48E-05,510.177,-132.7115886,34000
69483000,1.48E-05,511.1706,-134.7004494,34000
69517000,0.000192606,509.1834,-134.7004494,34000
69551000,0.000192606,512.1642,-134.7004494,34000
69585000,-0.000162966,513.1578,-130.7227278,34000
69619000,0.000192606,509.1834,-132.7115886,34000
69653000,1.48E-05,510.177,-132.7115886,34000
69687000,1.48E-05,512.1642,-132.7115886,34000
69721000,-0.000518538,509.1834,-136.6893102,34000
69755000,-0.000162966,511.1706,-134.7004494,34000
69789000,0.000192606,511.1706,-130.7227278,34000
69823000,1.48E-05,512.1642,-134.7004494,34000
69857000,1.48E-05,511.1706,-132.7115886,34000
69891000,1.48E-05,513.1578,-132.7115886,34000
69925000,1.48E-05,511.1706,-136.6893102,33000
69958000,-0.000340752,509.1834,-136.6893102,34000
69992000,-0.000162966,512.1642,-136.6893102,34000
70026000,0.000192606,513.1578,-136.6893102,34000
70060000,0.000192606,511.1706,-134.7004494,34000
70094000,-0.000162966,511.1706,-132.7115886,34000
70128000,1.48E-05,513.1578,-132.7115886,34000
70162000,-0.000162966,511.1706,-132.7115886,34000
70196000,-0.000162966,510.177,-130.7227278,34000
70230000,1.48E-05,513.1578,-134.7004494,34000
70264000,-0.000162966,512.1642,-132.7115886,34000
70298000,-0.000162966,509.1834,-130.7227278,34000
70332000,-0.000162966,510.177,-130.7227278,33000
70365000,1.48E-05,513.1578,-134.7004494,34000
70399000,0.000192606,510.177,-132.7115886,34000
70433000,-0.000162966,512.1642,-134.7004494,34000
70467000,1.48E-05,512.1642,-136.6893102,34000
70501000,-0.000340752,510.177,-132.7115886,34000
70535000,0.000370392,510.177,-132.7115886,34000
70569000,-0.000162966,512.1642,-134.7004494,34000
70603000,1.48E-05,511.1706,-130.7227278,34000
70637000,-0.000162966,509.1834,-132.7115886,34000
70671000,1.48E-05,512.1642,-132.7115886,34000
70705000,0.000192606,512.1642,-134.7004494,34000
70739000,1.48E-05,509.1834,-132.7115886,34000
70773000,1.48E-05,511.1706,-132.7115886,34000
70807000,-0.000162966,513.1578,-132.7115886,33000
70840000,1.48E-05,511.1706,-132.7115886,35000
70875000,1.48E-05,510.177,-134.7004494,33000
70908000,1.48E-05,511.1706,-132.7115886,34000
70942000,0.000192606,512.1642,-136.6893102,34000
70976000,1.48E-05,510.177,-134.7004494,34000
71010000,0.000370392,513.1578,-134.7004494,34000
71044000,1.48E-05,510.177,-136.6893102,34000
71078000,-0.000340752,509.1834,-132.7115886,34000
71112000,1.48E-05,510.177,-136.6893102,34000
71146000,1.48E-05,512.1642,-132.7115886,34000
71180000,-0.000340752,511.1706,-134.7004494,34000
71214000,-0.000162966,510.177,-130.7227278,34000
71248000,-0.000162966,512.1642,-134.7004494,34000
71282000,1.48E-05,510.177,-132.7115886,33000
71315000,1.48E-05,509.1834,-132.7115886,35000
71350000,-0.000162966,511.1706,-132.7115886,33000
71383000,1.48E-05,512.1642,-130.7227278,34000
71417000,-0.000162966,510.177,-132.7115886,34000
71451000,1.48E-05,510.177,-134.7004494,34000
71485000,-0.000518538,511.1706,-134.7004494,34000
71519000,0.000192606,511.1706,-134.7004494,34000
71553000,0.000370392,510.177,-134.7004494,34000
71587000,0.000192606,511.1706,-130.7227278,34000
71621000,-0.000340752,510.177,-134.7004494,34000
71655000,0.000192606,509.1834,-134.7004494,34000
71689000,1.48E-05,513.1578,-132.7115886,34000
71723000,1.48E-05,511.1706,-130.7227278,34000
71757000,-0.000162966,510.177,-132.7115886,34000
71791000,1.48E-05,511.1706,-134.7004494,34000
71825000,1.48E-05,512.1642,-132.7115886,34000
71859000,-0.000340752,509.1834,-134.7004494,33000
71892000,-0.000162966,508.1898,-136.6893102,34000
71926000,0.000192606,514.1514,-136.6893102,34000
71960000,0.000192606,512.1642,-130.7227278,34000
71994000,1.48E-05,512.1642,-130.7227278,34000
72028000,-0.000162966,513.1578,-132.7115886,34000
72062000,0.000192606,511.1706,-134.7004494,34000
72096000,1.48E-05,510.177,-132.7115886,34000
72130000,1.48E-05,512.1642,-134.7004494,34000
72164000,-0.000162966,513.1578,-134.7004494,34000
72198000,1.48E-05,510.177,-132.7115886,34000
72232000,-0.000162966,510.177,-132.7115886,34000
72266000,1.48E-05,512.1642,-134.7004494,33000
72299000,-0.000162966,511.1706,-132.7115886,34000
72333000,1.48E-05,565.8186,-134.7004494,34000
72367000,-0.000162966,535.017,-132.7115886,34000
72401000,0.000192606,528.0618,-134.7004494,34000
72435000,-0.000340752,522.1002,-134.7004494,34000
72469000,-0.000162966,522.1002,-136.6893102,34000
72503000,-0.000162966,520.113,-132.7115886,34000
72537000,1.48E-05,517.1322,-134.7004494,34000
72571000,-0.000162966,516.1386,-134.7004494,34000
72605000,-0.000162966,518.1258,-134.7004494,34000
72639000,-0.000162966,514.1514,-134.7004494,34000
72673000,0.000192606,514.1514,-134.7004494,34000
72707000,1.48E-05,515.145,-134.7004494,34000
72741000,1.48E-05,514.1514,-132.7115886,34000
72775000,1.48E-05,513.1578,-132.7115886,34000
72809000,-0.000162966,515.145,-134.7004494,34000
72843000,0.000192606,514.1514,-134.7004494,33000
72876000,-0.000340752,513.1578,-134.7004494,34000
72910000,0.000192606,512.1642,-132.7115886,34000
72944000,1.48E-05,514.1514,-134.7004494,34000
72978000,1.48E-05,512.1642,-132.7115886,34000
73012000,0.000192606,512.1642,-132.7115886,34000
73046000,0.000192606,513.1578,-130.7227278,34000
73080000,-0.000340752,512.1642,-134.7004494,34000
73114000,-0.000162966,511.1706,-134.7004494,34000
73148000,1.48E-05,514.1514,-130.7227278,34000
73182000,-0.000162966,513.1578,-132.7115886,34000
73216000,1.48E-05,511.1706,-132.7115886,34000
73250000,1.48E-05,513.1578,-136.6893102,34000
73284000,1.48E-05,513.1578,-132.7115886,34000
73318000,-0.000162966,510.177,-132.7115886,34000
73352000,1.48E-05,511.1706,-134.7004494,33000
73385000,-0.000162966,513.1578,-130.7227278,34000
73419000,-0.000162966,514.1514,-134.7004494,34000
73453000,-0.000340752,510.177,-132.7115886,34000
73487000,1.48E-05,512.1642,-132.7115886,34000
73521000,-0.000162966,513.1578,-134.7004494,34000
73555000,-0.000162966,510.177,-134.7004494,34000
73589000,1.48E-05,512.1642,-132.7115886,34000
73623000,-0.000162966,513.1578,-130.7227278,34000
73657000,1.48E-05,509.1834,-134.7004494,34000
73691000,1.48E-05,512.1642,-134.7004494,34000
73725000,-0.000162966,514.1514,-134.7004494,34000
73759000,-0.000162966,511.1706,-132.7115886,34000
73793000,-0.000162966,510.177,-132.7115886,33000
73826000,-0.000162966,512.1642,-134.7004494,34000
73860000,-0.000162966,512.1642,-132.7115886,34000
73894000,-0.000162966,511.1706,-134.7004494,34000
73928000,0.000192606,512.1642,-134.7004494,34000
73962000,0.000192606,511.1706,-134.7004494,34000
73996000,1.48E-05,510.177,-132.7115886,
