Time (s),Channel 1 (mV),Channel 2 (mV),Channel 3 (mV),Channel 1 (mV)
11.3132999,0.009437478,304.5018,827.314,0.009437478
11.3584278,0.009081906,304.5018,828.306,0.009081906
11.4031227,0.008192976,304.5018,835.25,0.008192976
11.4475895,0.007837404,304.5018,836.242,0.007837404
11.4927687,0.00712626,303.5082,843.186,0.00712626
11.5386026,0.006770688,304.5018,842.194,0.006770688
11.582218,0.006059544,303.5082,850.13,0.006059544
11.6266961,0.00623733,304.5018,851.122,0.00623733
11.7185205,0.005170614,304.5018,860.05,0.005170614
11.7624922,0.004992828,304.5018,859.058,0.004992828
11.8078845,0.004281684,304.5018,866.002,0.004281684
11.8539162,0.004103898,304.5018,866.994,0.004103898
11.8981215,0.003748326,304.5018,873.938,0.003748326
11.9433007,0.003392754,303.5082,874.93,0.003392754
11.9875256,0.003214968,304.5018,881.874,0.003214968
12.0339746,0.002859396,305.4954,888.818,0.002859396
12.0780648,0.00268161,304.5018,889.81,0.00268161
12.1680821,0.001970466,304.5018,896.754,0.001970466
12.2120581,0.001970466,304.5018,897.746,0.001970466
12.2577457,0.00179268,304.5018,903.698,0.00179268
12.3080262,0.001437108,303.5082,903.698,0.001437108
12.3482845,0.00090375,305.4954,911.634,0.00090375
12.3933213,0.001259322,305.4954,911.634,0.001259322
12.4394642,0.00090375,303.5082,910.642,0.00090375
12.4832313,0.000370392,304.5018,917.586,0.000370392
12.5279159,0.000548178,304.5018,925.522,0.000548178
12.6188412,0.000548178,305.4954,925.522,0.000548178
12.6634166,0.000192606,304.5018,933.458,0.000192606
12.7083959,0.000192606,303.5082,934.45,0.000192606
12.7526447,0.000192606,304.5018,941.394,0.000192606
12.7980125,-0.000340752,304.5018,941.394,-0.000340752
12.8440946,-0.000162966,305.4954,941.394,-0.000162966
12.8880544,-0.000162966,304.5018,948.338,-0.000162966
12.9788258,-0.000518538,304.5018,956.274,-0.000518538
12.9884715,-0.000340752,304.5018,959.25,-0.000340752
13.0683021,-0.000340752,304.5018,956.274,-0.000340752
13.1140361,-0.000518538,304.5018,957.266,-0.000518538
13.1583703,-0.000518538,303.5082,965.202,-0.000518538
13.2493501,-0.000162966,304.5018,964.21,-0.000162966
13.2614525,-0.00087411,305.4954,971.154,-0.00087411
13.2923887,-0.00087411,303.5082,973.138,-0.00087411
13.338445,-0.000696324,304.5018,970.162,-0.000696324
13.384367,-0.000518538,305.4954,979.09,-0.000518538
13.4282283,-0.000518538,304.5018,980.082,-0.000518538
13.5183946,-0.000518538,312.4506,988.018,-0.000518538
13.5639667,-0.000696324,314.4378,988.018,-0.000696324
13.6135996,-0.000696324,322.3866,993.97,-0.000696324
13.652619,-0.00087411,324.3738,995.954,-0.00087411
13.697651,-0.00087411,333.3162,1002.898,-0.00087411
13.7430936,-0.001051896,335.3034,1002.898,-0.001051896
13.8318062,-0.000518538,345.2394,1009.842,-0.000518538
13.845646,-0.00087411,353.1882,1018.77,-0.00087411
13.877836,-0.000518538,356.169,1020.754,-0.000518538
13.9675878,-0.000696324,366.105,1024.722,-0.000696324
14.0133674,-0.00087411,365.1114,1024.722,-0.00087411
14.0576948,-0.00087411,374.0538,1034.642,-0.00087411
14.1025394,-0.000518538,376.041,1034.642,-0.000518538
14.1471703,-0.000696324,384.9834,1043.57,-0.000696324
14.1925276,-0.000518538,387.9642,1041.586,-0.000518538
14.2379882,-0.000518538,395.913,1049.522,-0.000518538
14.2824706,-0.000696324,404.8554,1056.466,-0.000696324
14.3278929,-0.000696324,405.849,1059.442,-0.000696324
14.4166408,-0.000696324,415.785,1065.394,-0.000696324
14.4619489,-0.00087411,416.7786,1067.378,-0.00087411
14.507801,-0.000696324,424.7274,1074.322,-0.000696324
14.5539535,-0.000696324,426.7146,1073.33,-0.000696324
14.5972293,-0.00087411,433.6698,1079.282,-0.00087411
14.7331357,-0.001051896,435.657,1080.274,-0.001051896
14.7510978,-0.000696324,444.5994,1087.218,-0.000696324
14.7522602,-0.000518538,445.593,1088.21,-0.000518538
14.7777024,-0.000696324,454.5354,1097.138,-0.000696324
14.9137393,-0.000696324,455.529,1097.138,-0.000696324
14.9567674,-0.000696324,463.4778,1102.098,-0.000696324
14.9710768,-0.001051896,464.4714,1104.082,-0.001051896
15.0021419,-0.000696324,464.4714,1104.082,-0.000696324
15.0472418,-0.000518538,472.4202,1110.034,-0.000518538
15.0925865,-0.000696324,474.4074,1113.01,-0.000696324
15.1370869,-0.000696324,482.3562,1118.962,-0.000696324
15.1822746,-0.000696324,489.3114,1125.906,-0.000696324
15.2266396,-0.000696324,492.2922,1127.89,-0.000696324
15.3165661,-0.00087411,499.2474,1136.818,-0.00087411
15.3622196,-0.00087411,500.241,1135.826,-0.00087411
15.4067245,-0.000518538,506.2026,1140.786,-0.000518538
15.4532579,-0.000696324,506.2026,1141.778,-0.000696324
15.4967445,-0.000696324,516.1386,1147.73,-0.000696324
15.5418887,-0.000696324,517.1322,1149.714,-0.000696324
15.5866371,-0.000696324,524.0874,1157.65,-0.000696324
15.632026,-0.000696324,531.0426,1163.602,-0.000696324
15.6768849,-0.000696324,532.0362,1165.586,-0.000696324
15.7672035,-0.000518538,540.9786,1173.522,-0.000518538
15.8128845,-0.00087411,540.9786,1172.53,-0.00087411
15.9022157,-0.000696324,545.9466,1181.458,-0.000696324
15.9157686,-0.00087411,545.9466,1180.466,-0.00087411
15.9466249,-0.000518538,554.889,1186.418,-0.000518538
15.9925936,-0.000518538,555.8826,1186.418,-0.000518538
16.037461,-0.000696324,562.8378,1195.346,-0.000696324
16.0821236,-0.00087411,570.7866,1201.298,-0.00087411
16.1267886,-0.00087411,571.7802,1205.266,-0.00087411
16.2179348,-0.000696324,570.7866,1205.266,-0.000696324
16.3080762,-0.000696324,569.793,1202.29,-0.000696324
16.3116193,-0.00087411,576.7482,1208.242,-0.00087411
16.3529991,-0.00087411,576.7482,1209.234,-0.00087411
16.3972705,-0.000696324,586.6842,1216.178,-0.000696324
16.4425698,-0.000696324,584.697,1221.138,-0.000696324
16.4868398,-0.000696324,594.633,1227.09,-0.000696324
16.5766186,-0.00087411,599.601,1236.018,-0.00087411
16.5899117,-0.000696324,599.601,1234.034,-0.000696324
16.6668414,-0.00087411,605.5626,1241.97,-0.00087411
16.7120913,-0.000696324,606.5562,1241.97,-0.000696324
16.7568184,-0.000696324,610.5306,1247.922,-0.000696324
16.8022338,-0.00087411,611.5242,1249.906,-0.00087411
16.8466201,-0.000518538,621.4602,1256.85,-0.000518538
16.8927151,-0.000696324,619.473,1258.834,-0.000696324
16.9373085,-0.000696324,625.4346,1264.786,-0.000696324
17.0270767,-0.000696324,633.3834,1270.738,-0.000696324
17.0721581,-0.00087411,632.3898,1276.69,-0.00087411
17.116985,-0.000518538,633.3834,1274.706,-0.000518538
17.161782,-0.000696324,637.3578,1283.634,-0.000696324
17.2516766,-0.001051896,638.3514,1280.658,-0.001051896
17.2651653,-0.000696324,644.313,1288.594,-0.000696324
17.2972428,-0.000518538,642.3258,1286.61,-0.000518538
17.3417388,-0.000696324,651.2682,1297.522,-0.000696324
17.4317124,-0.001051896,652.2618,1298.514,-0.001051896
17.4768848,-0.000696324,658.2234,1303.474,-0.000696324
17.4909428,-0.00087411,655.2426,1307.442,-0.00087411
17.5664563,-0.000518538,663.1914,1312.402,-0.000518538
17.6130115,-0.000696324,663.1914,1312.402,-0.000696324
17.6573521,-0.00087411,669.153,1319.346,-0.00087411
17.703586,-0.00087411,667.1658,1321.33,-0.00087411
17.7470507,-0.00087411,675.1146,1330.258,-0.00087411
17.8369311,-0.000518538,673.1274,1329.266,-0.000518538
17.8494804,-0.00087411,680.0826,1336.21,-0.00087411
17.8817759,-0.000518538,680.0826,1340.178,-0.000518538
17.9719119,-0.000696324,684.057,1343.154,-0.000696324
18.0619658,-0.00087411,684.057,1349.106,-0.00087411
18.0759118,-0.000696324,683.0634,1343.154,-0.000696324
18.1072466,-0.000696324,681.0762,1344.146,-0.000696324
18.152077,-0.00087411,687.0378,1351.09,-0.00087411
18.1979148,-0.000518538,686.0442,1350.098,-0.000518538
18.2426031,-0.000518538,693.993,1358.034,-0.000518538
18.2872007,-0.001051896,692.0058,1360.018,-0.001051896
18.3319558,-0.00087411,697.9674,1369.938,-0.00087411
18.3773656,-0.00087411,703.929,1377.874,-0.00087411
18.4692556,-0.00087411,702.9354,1377.874,-0.00087411
18.5126264,-0.000518538,709.8906,1382.834,-0.000518538
18.5582895,-0.000518538,704.9226,1386.802,-0.000518538
18.6019197,-0.00087411,711.8778,1389.778,-0.00087411
18.6472728,-0.000696324,711.8778,1392.754,-0.000696324
18.7836137,-0.00087411,709.8906,1389.778,-0.00087411
18.78813,-0.000696324,714.8586,1397.714,-0.000696324
18.8276098,-0.000518538,713.865,1402.674,-0.000518538
18.840783,-0.000696324,717.8394,1406.642,-0.000696324
18.9192182,-0.000696324,716.8458,1411.602,-0.000696324
19.0084834,-0.000696324,721.8138,1413.586,-0.000696324
19.0280199,-0.00087411,721.8138,1416.562,-0.00087411
19.0526373,-0.00087411,719.8266,1415.57,-0.00087411
19.0977176,-0.000696324,723.801,1422.514,-0.000696324
19.142865,-0.000696324,722.8074,1423.506,-0.000696324
19.1878914,-0.000518538,728.769,1431.442,-0.000518538
19.232924,-0.001051896,732.7434,1439.378,-0.001051896
19.2780281,-0.000696324,731.7498,1441.362,-0.000696324
19.3683463,-0.000696324,735.7242,1451.282,-0.000696324
19.413278,-0.00087411,735.7242,1446.322,-0.00087411
19.4583747,-0.00087411,737.7114,1455.25,-0.00087411
19.5037756,-0.000696324,737.7114,1455.25,-0.000696324
19.5484642,-0.00087411,740.6922,1461.202,-0.00087411
19.6381191,-0.00087411,739.6986,1465.17,-0.00087411
19.6533611,-0.00087411,736.7178,1464.178,-0.00087411
19.6825436,-0.000696324,742.6794,1469.138,-0.000696324
19.7733616,-0.00087411,746.6538,1481.042,-0.00087411
19.8186827,-0.000696324,743.673,1483.026,-0.000696324
19.9085846,-0.000340752,749.6346,1485.01,-0.000340752
19.9130421,-0.000696324,745.6602,1490.962,-0.000696324
