Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),Channel 1 (mA)
15.205,-0.000162966,610.5306,1152.883478,-0.000162966
15.258,1.48E-05,610.5306,1150.967231,1.48E-05
15.305,-0.000162966,616.4922,1160.548463,-0.000162966
15.357,0.000192606,624.441,1168.213449,0.000192606
15.405,-0.000162966,625.4346,1172.045942,-0.000162966
15.455,1.48E-05,630.4026,1177.794681,1.48E-05
15.505,-0.000340752,630.4026,1179.710927,-0.000340752
15.555,-0.000162966,635.3706,1187.375913,-0.000162966
15.605,1.48E-05,635.3706,1185.459667,1.48E-05
15.655,0.000192606,640.3386,1191.208406,0.000192606
15.708,-0.000162966,640.3386,1193.124652,-0.000162966
15.755,1.48E-05,645.3066,1196.957145,1.48E-05
15.807,1.48E-05,652.2618,1206.538377,1.48E-05
15.855,-0.000162966,652.2618,1208.454623,-0.000162966
15.905,-0.000162966,657.2298,1216.119609,-0.000162966
15.955,-0.000162966,656.2362,1214.203363,-0.000162966
16.005,1.48E-05,662.1978,1221.868348,1.48E-05
16.055,-0.000518538,662.1978,1225.700841,-0.000518538
16.105,0.000192606,667.1658,1229.533334,0.000192606
16.158,-0.000340752,665.1786,1227.617087,-0.000340752
16.205,-0.000162966,673.1274,1237.198319,-0.000162966
16.257,1.48E-05,678.0954,1246.779551,1.48E-05
16.305,1.48E-05,677.1018,1244.863305,1.48E-05
16.355,1.48E-05,682.0698,1254.444537,1.48E-05
16.405,-0.000340752,681.0762,1254.444537,-0.000340752
16.455,-0.000162966,680.0826,1252.528291,-0.000162966
16.505,-0.000340752,686.0442,1260.193276,-0.000340752
16.555,-0.000162966,684.057,1260.193276,-0.000162966
16.606,-0.000162966,690.0186,1265.942015,-0.000162966
16.655,-0.000162966,690.0186,1265.942015,-0.000162966
16.705,1.48E-05,693.993,1271.690755,1.48E-05
16.755,-0.000162966,699.9546,1283.188233,-0.000162966
16.805,1.48E-05,698.961,1281.271987,1.48E-05
16.856,-0.000162966,704.9226,1290.853219,-0.000162966
16.905,-0.000162966,702.9354,1290.853219,-0.000162966
16.956,-0.000162966,708.897,1298.518204,-0.000162966
17.005,1.48E-05,707.9034,1296.601958,1.48E-05
17.056,1.48E-05,713.865,1306.18319,1.48E-05
17.106,1.48E-05,711.8778,1302.350697,1.48E-05
17.156,1.48E-05,716.8458,1311.931929,1.48E-05
17.206,-0.000162966,721.8138,1319.596915,-0.000162966
17.255,-0.000162966,720.8202,1319.596915,-0.000162966
